title,detail_title,company,company_name_full,salary_list,detail_salary,detail_location,detail_experience,tags,job_level,education_level,employment_type,desc_mota,desc_yeucau,desc_quyenloi,company_field,company_description,job_url,deadline,source_file,source_role,job_text
Junior FP A Analyst - Hồ Chí Minh,junior fp a analyst,,,,,hồ chí minh,,[],,,unknown,"- Overseeing all financial planning, reporting & analysis for the Bee office. - Track management reports focusing on Budget/Estimate/Actuals to ensure those are delivered on time and with high-quality financial information. - Responsible for monthly/quarterly/yearly reports on Operations Cost Management. - Developing, implementing, and monitoring a control framework focusing on Accounting & Finance. - Be part of Policies & procedures Revision & development over internal control system, focusing on Accounting & Finance to ensure consistency and compliance with Company/Group regulations & policies. - Facilitate Accounting, Finance, and Other related functions to monitor and implement new policies, procedures, and internal control processes. - Make recommendations for the improvement & optimization of the efficiency of operation based on the results of financial control testing. - Prepare regular and ad-hoc reports on financial control reports to the Company/Group Management Board. - Monitoring compliance with Group Accounting manuals, VAS, and IFRS. - Participate in finance-related projects of the Company.","- At least 2 year’ experience in fthe inance/accounting area within big/complex organizations and/or audit services in reputable finance consulting firms. - Bachelor's degree in Finance/Accounting, similar and above. - Holding Professional Qualifications like ACCA, CPA, ICAEW... is an advantage. - Experience in the automotive/vehicle/OEM manufacturing business environment is an advantage. - Interpretation and analysis skills, diligence, and honesty in communication. - Ability to manage stress and work in a professional environment, including resilience, accountability and commitment to deadlines.","- Competitive salary according to personal experience and ability - Lunch allowance, phone allowance - Salary increase and annual bonus on holidays (2/9, 1/5, Mid-Autumn Festival, 1/6, New Year, Lunar New Year (1-6 months of salary). - 12 annual leave, birthday leave - Team building - Healthcare insurance for employees, annual health check-up, family days, year-end party and many training opportunities",other,education_level_norm: bachelor experience_min_years: 2.0 job_family: other job_title: Junior FP A Analyst - Hồ Chí Minh job_url: https://www.topcv.vn/brand/beeogisticscorporation/tuyen-dung/junior-fpa-analyst-ho-chi-minh-j1851113.html location: hồ chí minh skills_preferred: [] skills_required: [] work_mode: unknown,https://www.topcv.vn/brand/beeogisticscorporation/tuyen-dung/junior-fpa-analyst-ho-chi-minh-j1851113.html,2026-03-27,jobs_chatbot_ready_v2.parquet,Business Analyst,"Job title: Junior FP A Analyst - Hồ Chí Minh Job family: other Location: hồ chí minh Salary VND/month: min=12000000.0 | max=20000000.0 Requirements: - At least 2 year’ experience in fthe inance/accounting area within big/complex organizations and/or audit services in reputable finance consulting firms. - Bachelor's degree in Finance/Accounting, similar and above. - Holding Professional Qualifications like ACCA, CPA, ICAEW... is an advantage. - Experience in the automotive/vehicle/OEM manufacturing business environment is an advantage. - Interpretation and analysis skills, diligence, and honesty in communication. - Ability to manage stress and work in a professional environment, including resilience, accountability and commitment to deadlines. Responsibilities: - Overseeing all financial planning, reporting & analysis for the Bee office. - Track management reports focusing on Budget/Estimate/Actuals to ensure those are delivered on time and with high-quality financial information. - Responsible for monthly/quarterly/yearly reports on Operations Cost Management. - Developing, implementing, and monitoring a control framework focusing on Accounting & Finance. - Be part of Policies & procedures Revision & development over internal control system, focusing on Accounting & Finance to ensure consistency and compliance with Company/Group regulations & policies. - Facilitate Accounting, Finance, and Other related functions to monitor and implement new policies, procedures, and internal control processes. - Make recommendations for the improvement & optimization of the efficiency of operation based on the results of financial control testing. - Prepare regular and ad-hoc reports on financial control reports to the Company/Group Management Board. - Monitoring compliance with Group Accounting manuals, VAS, and IFRS. - Participate in finance-related projects of the Company. Benefits: - Competitive salary according to personal experience and ability - Lunch allowance, phone allowance - Salary increase and annual bonus on holidays (2/9, 1/5, Mid-Autumn Festival, 1/6, New Year, Lunar New Year (1-6 months of salary). - 12 annual leave, birthday leave - Team building - Healthcare insurance for employees, annual health check-up, family days, year-end party and many training opportunities"
Data Governance Specialist,data governance specialist,,,,,hà nội,,['data governance' 'sql' 'etl' 'data warehouse' 'data quality'],,,unknown,"- Xây dựng, triển khai và duy trì khung Data Governance cho toàn hệ thống dữ liệu của Công ty. - Xây dựng chính sách, tiêu chuẩn, quy định về quản lý dữ liệu (data quality, data profiling, data security, metadata...) và xây dựng các chỉ số đo lường chất lượng dữ liệu. - Tham gia thiết kế mô hình quản trị dữ liệu cho các hệ thống Data Warehouse/ BI. - Hỗ trợ tuân thủ các quy định về an toàn thông tin, bảo mật dữ liệu, phân quyền truy cập dữ liệu, đảm bảo luật định (Luật Dữ liệu, Luật Bảo vệ Dữ liệu cá nhân, ...). - Phối hợp với các đơn vị nghiệp vụ, sản phẩm, IT và DE/BI để đảm bảo dữ liệu được quản trị đúng chuẩn và nhất quán. - Tham gia xây dựng tài liệu, hướng dẫn và đào tạo về Data Governance cho các bên liên quan.","- Đã tốt nghiệp ĐH trở lên, ưu tiên các chuyên ngành về Công nghệ thông tin/ Hệ thống thông tin quản lý hoặc các lĩnh vực liên quan và tối thiểu 2 năm kinh nghiệm trong lĩnh vực Data Governance/ Data Management. - Thành thạo kĩ năng SQL, có tư duy triển khai Data Warehouse, ETL, BI là lợi thế. - Có tư duy hệ thống, kỹ năng làm việc với nhiều bên liên quan. - Ưu tiên ứng viên có kinh nghiệm làm việc triển khai các dự án quản trị dữ liệu, thiết kế hạ tầng dữ liệu và phân quyền.","Mức lương thỏa thuận theo năng lực. Thử việc hưởng 100% lương trong 2 tháng. Thưởng Lễ/Tết, thưởng hiệu quả làm việc: theo quy định của Công ty. Chính sách đánh giá điều chỉnh lương hàng năm minh bạch, dựa trên năng lực và đóng góp thực tế. Tham gia đầy đủ BHXH, BHYT theo Luật Lao động hiện hành, cùng 12 ngày phép năm và các chế độ nghỉ lễ theo quy định. Được nhận Bộ sản phẩm học tiếng Anh online trọn đời của công ty (trị giá 7.200.000 VNĐ) ngay khi nhận việc. Được làm việc trong văn phòng trẻ trung, không gian mở, khơi nguồn cảm hứng và khuyến khích sáng tạo. Được tham gia nhiều hoạt động gắn kết: Tham gia du lịch nghỉ dưỡng hàng năm tại các điểm đến hấp dẫn, cùng các hoạt động Team Building và gắn kết văn hóa nội bộ được tổ chức thường xuyên. Mức lương thỏa thuận theo năng lực. Thử việc hưởng 100% lương trong 2 tháng. Thưởng Lễ/Tết, thưởng hiệu quả làm việc: theo quy định của Công ty. Chính sách đánh giá điều chỉnh lương hàng năm minh bạch, dựa trên năng lực và đóng góp thực tế. Tham gia đầy đủ BHXH, BHYT theo Luật Lao động hiện hành, cùng 12 ngày phép năm và các chế độ nghỉ lễ theo quy định. Được nhận Bộ sản phẩm học tiếng Anh online trọn đời của công ty (trị giá 7.200.000 VNĐ) ngay khi nhận việc. Được làm việc trong văn phòng trẻ trung, không gian mở, khơi nguồn cảm hứng và khuyến khích sáng tạo. Được tham gia nhiều hoạt động gắn kết: Tham gia du lịch nghỉ dưỡng hàng năm tại các điểm đến hấp dẫn, cùng các hoạt động Team Building và gắn kết văn hóa nội bộ được tổ chức thường xuyên.",data_governance_quality,education_level_norm: bachelor experience_min_years: 2.0 job_family: data_governance_quality job_title: Data Governance Specialist job_url: https://www.topcv.vn/brand/educa/tuyen-dung/data-governance-specialist-j2055051.html location: hà nội skills_preferred: ['data governance' 'sql' 'etl' 'data warehouse'] skills_required: [] work_mode: unknown,https://www.topcv.vn/brand/educa/tuyen-dung/data-governance-specialist-j2055051.html,2026-04-06,jobs_chatbot_ready_v2.parquet,Data Governance Specialist,"Job title: Data Governance Specialist Job family: data_governance_quality Location: hà nội Salary VND/month: min=20000000.0 | max=30000000.0 Requirements: - Đã tốt nghiệp ĐH trở lên, ưu tiên các chuyên ngành về Công nghệ thông tin/ Hệ thống thông tin quản lý hoặc các lĩnh vực liên quan và tối thiểu 2 năm kinh nghiệm trong lĩnh vực Data Governance/ Data Management. - Thành thạo kĩ năng SQL, có tư duy triển khai Data Warehouse, ETL, BI là lợi thế. - Có tư duy hệ thống, kỹ năng làm việc với nhiều bên liên quan. - Ưu tiên ứng viên có kinh nghiệm làm việc triển khai các dự án quản trị dữ liệu, thiết kế hạ tầng dữ liệu và phân quyền. Responsibilities: - Xây dựng, triển khai và duy trì khung Data Governance cho toàn hệ thống dữ liệu của Công ty. - Xây dựng chính sách, tiêu chuẩn, quy định về quản lý dữ liệu (data quality, data profiling, data security, metadata...) và xây dựng các chỉ số đo lường chất lượng dữ liệu. - Tham gia thiết kế mô hình quản trị dữ liệu cho các hệ thống Data Warehouse/ BI. - Hỗ trợ tuân thủ các quy định về an toàn thông tin, bảo mật dữ liệu, phân quyền truy cập dữ liệu, đảm bảo luật định (Luật Dữ liệu, Luật Bảo vệ Dữ liệu cá nhân, ...). - Phối hợp với các đơn vị nghiệp vụ, sản phẩm, IT và DE/BI để đảm bảo dữ liệu được quản trị đúng chuẩn và nhất quán. - Tham gia xây dựng tài liệu, hướng dẫn và đào tạo về Data Governance cho các bên liên quan. Benefits: Mức lương thỏa thuận theo năng lực. Thử việc hưởng 100% lương trong 2 tháng. Thưởng Lễ/Tết, thưởng hiệu quả làm việc: theo quy định của Công ty. Chính sách đánh giá điều chỉnh lương hàng năm minh bạch, dựa trên năng lực và đóng góp thực tế. Tham gia đầy đủ BHXH, BHYT theo Luật Lao động hiện hành, cùng 12 ngày phép năm và các chế độ nghỉ lễ theo quy định. Được nhận Bộ sản phẩm học tiếng Anh online trọn đời của công ty (trị giá 7.200.000 VNĐ) ngay khi nhận việc. Được làm việc trong văn phòng trẻ trung, không gian mở, khơi nguồn cảm hứng và khuyến khích sáng tạo. Được tham gia nhiều hoạt động gắn kết: Tham gia du lịch nghỉ dưỡng hàng năm tại các điểm đến hấp dẫn, cùng các hoạt động Team Building và gắn kết văn hóa nội bộ được tổ chức thường xuyên. Mức lương thỏa thuận theo năng lực. Thử việc Preferred skills: data governance; sql; etl; data warehouse"
Project Manager Dự Án AI HUB,project manager dự án ai hub,,,,,hà nội,,['project management' 'ai'],,,unknown,"1. Lập kế hoạch & Xây dựng chiến lược AI (20%) Xây dựng roadmap triển khai AI Hub nhằm nâng cao năng suất các bộ phận trong công ty. Phân tích quy trình vận hành hiện tại của các phòng ban để xác định các điểm nghẽn và cơ hội ứng dụng AI. Xác định và ưu tiên các use-case AI theo 4 nhóm chính: AI Copilot (trợ lý hỗ trợ cá nhân) AI Workflow (tự động hóa quy trình) AI Decision Support (hỗ trợ ra quyết định) AI Knowledge System (chuẩn hóa tri thức nội bộ) Làm việc với các trưởng bộ phận để xác định KPI và mục tiêu cải thiện năng suất (target ≥30%). Xây dựng kế hoạch triển khai theo từng giai đoạn (prototype - thử nghiệm - mở rộng). 2. Quản lý vận hành & triển khai dự án AI (40%) Quản lý và điều phối các dự án AI Hub từ giai đoạn ý tưởng đến triển khai thực tế. Làm việc với các bộ phận trong công ty để thu thập yêu cầu nghiệp vụ và chuyển thành giải pháp AI. Phối hợp với đội kỹ thuật / AI Engineer để phát triển, tích hợp và triển khai các hệ thống AI (automation, AI assistant, phân tích dữ liệu…). Quản lý tiến độ dự án, phân bổ nguồn lực và đảm bảo các use-case AI được triển khai đúng timeline. Đào tạo và hỗ trợ các bộ phận sử dụng công cụ AI trong công việc hằng ngày. Chuẩn hóa quy trình và tài liệu hướng dẫn sử dụng AI trong nội bộ công ty. 3. Tối ưu hóa & Phân tích hiệu quả (40%) Theo dõi và đánh giá hiệu quả của các giải pháp AI dựa trên các chỉ số KPI đã xác định. Phân tích dữ liệu vận hành để xác định các cơ hội tối ưu hóa mới. Đề xuất các cải tiến hoặc use-case AI mới nhằm tiếp tục nâng cao năng suất và hiệu quả làm việc. Xây dựng dashboard theo dõi hiệu quả AI (ví dụ: thời gian tiết kiệm, năng suất tăng, chi phí giảm). Đảm bảo các dự án AI tạo ra giá trị thực tế và có ROI tích cực cho doanh nghiệp. Phối hợp với các bộ phận để mở rộng và scale các giải pháp AI thành năng lực lõi của tổ chức. 1. Lập kế hoạch & Xây dựng chiến lược AI (20%) Xây dựng roadmap triển khai AI Hub nhằm nâng cao năng suất các bộ phận trong công ty. Phân tích quy trình vận hành hiện tại của các phòng ban để xác định các điểm nghẽn và cơ hội ứng dụng AI. Xác định và ưu tiên các use-case AI theo 4 nhóm chính: AI Copilot (trợ lý hỗ trợ cá nhân) AI Workflow (tự động hóa quy trình) AI Decision Support (hỗ trợ ra quyết định) AI Knowledge System (chuẩn hóa tri thức nội bộ) Làm việc với các trưởng bộ phận để xác định KPI và mục tiêu cải thiện năng suất (target ≥30%). Xây dựng kế hoạch triển khai theo từng giai đoạn (prototype - thử nghiệm - mở rộng). 2. Quản lý vận hành & triển khai dự án AI (40%) Quản lý và điều phối các dự án AI Hub từ giai đoạn ý tưởng đến triển khai thực tế. Làm việc với các bộ phận trong công ty để thu thập yêu cầu nghiệp vụ và chuyển thành giải pháp AI. Phối hợp với đội kỹ thuật / AI Engineer để phát triển, tích hợp và triển khai các hệ thống AI (automation, AI assistant, phân tích dữ liệu…). Quản lý tiến độ dự án, phân bổ nguồn lực và đảm bảo các use-case AI được triển khai đúng timeline. Đào tạo và hỗ trợ các bộ phận sử dụng công cụ AI trong công việc hằng ngày. Chuẩn hóa quy trình và tài liệu hướng dẫn sử dụng AI trong nội bộ công ty. 3. Tối ưu hóa & Phân tích hiệu quả (40%) Theo dõi và đánh giá hiệu quả của các giải pháp AI dựa trên các chỉ số KPI đã xác định. Phân tích dữ liệu vận hành để xác định các cơ hội tối ưu hóa mới. Đề xuất các cải tiến hoặc use-case AI mới nhằm tiếp tục nâng cao năng suất và hiệu quả làm việc. Xây dựng dashboard theo dõi hiệu quả AI (ví dụ: thời gian tiết kiệm, năng suất tăng, chi phí giảm). Đảm bảo các dự án AI tạo ra giá trị thực tế và có ROI tích cực cho doanh nghiệp. Phối hợp với các bộ phận để mở rộng và scale các giải pháp AI thành năng lực lõi của tổ chức.","Tối thiểu 2-3 năm kinh nghiệm ở vị trí Product Manager, Project Manager hoặc Operations Manager. Ưu tiên ứng viên từng tham gia các dự án automation, AI, data analytics hoặc chuyển đổi số. Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực EdTech, SaaS, Marketing hoặc Sales Operations. Có hiểu biết về các công cụ AI phổ biến (ChatGPT, automation tools, data analytics…) là một lợi thế. Kỹ năng quản lý dự án: Có khả năng lập kế hoạch, điều phối nhiều bên và đảm bảo tiến độ dự án. Tư duy hệ thống: Có khả năng phân tích quy trình và tìm ra cách tối ưu hóa bằng công nghệ. Tư duy dữ liệu (Data-driven): Có khả năng đọc hiểu và phân tích dữ liệu để đưa ra quyết định. Kỹ năng giao tiếp và làm việc liên phòng ban tốt. Khả năng học nhanh và thích nghi với các công nghệ mới. Nghiêm túc, chỉn chu (phù hợp môi trường giáo dục). Máu lửa, hướng tới kết quả (Result-oriented). Tối thiểu 2-3 năm kinh nghiệm ở vị trí Product Manager, Project Manager hoặc Operations Manager. Ưu tiên ứng viên từng tham gia các dự án automation, AI, data analytics hoặc chuyển đổi số. Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực EdTech, SaaS, Marketing hoặc Sales Operations. Có hiểu biết về các công cụ AI phổ biến (ChatGPT, automation tools, data analytics…) là một lợi thế. Kỹ năng quản lý dự án: Có khả năng lập kế hoạch, điều phối nhiều bên và đảm bảo tiến độ dự án. Tư duy hệ thống: Có khả năng phân tích quy trình và tìm ra cách tối ưu hóa bằng công nghệ. Tư duy dữ liệu (Data-driven): Có khả năng đọc hiểu và phân tích dữ liệu để đưa ra quyết định. Kỹ năng giao tiếp và làm việc liên phòng ban tốt. Khả năng học nhanh và thích nghi với các công nghệ mới. Nghiêm túc, chỉn chu (phù hợp môi trường giáo dục). Máu lửa, hướng tới kết quả (Result-oriented).","Tinh thần: - Làm việc trong môi trường start-up có tốc độ tăng trưởng và phát triển nhanh. - Được chia sẻ cơ hội học tập chất lượng cao đến trẻ em toàn Việt Nam - Môi trường làm việc: Trẻ trung, năng động, khát vọng Go Global, tự do sáng tạo, chú trọng phát triển con người & phát triển sự nghiệp của các thành viên trong công ty. Chế độ phúc lợi: - Lương thoả thuận theo năng lực: 30 - 35 triệu/tháng + thưởng KPI. - Lương tháng 13, thưởng cuối năm theo kết quả kinh doanh chung của Công ty. - Được đóng BHXH đầy đủ theo luật lao động, nghỉ phép 12 ngày/năm và các ngày lễ theo quy định chung - Được đi du lịch hằng năm với địa điểm hấp dẫn, thường xuyên tổ chức các hoạt động team building gắn kết cộng đồng, các hoạt động vui chơi giải trí cho nhân viên. - Được tham gia các buổi liên hoan, sinh nhật hàng tháng, chương trình gala cuối năm... - Được thử sức trong một môi trường làm việc trẻ trung, năng động với chính sách đãi ngộ tốt, có nhiều cơ hội nâng cao năng lực bản thân và tăng thêm thu nhập. Tinh thần: - Làm việc trong môi trường start-up có tốc độ tăng trưởng và phát triển nhanh. - Được chia sẻ cơ hội học tập chất lượng cao đến trẻ em toàn Việt Nam - Môi trường làm việc: Trẻ trung, năng động, khát vọng Go Global, tự do sáng tạo, chú trọng phát triển con người & phát triển sự nghiệp của các thành viên trong công ty. Chế độ phúc lợi: - Lương thoả thuận theo năng lực: 30 - 35 triệu/tháng + thưởng KPI. - Lương tháng 13, thưởng cuối năm theo kết quả kinh doanh chung của Công ty. - Được đóng BHXH đầy đủ theo luật lao động, nghỉ phép 12 ngày/năm và các ngày lễ theo quy định chung - Được đi du lịch hằng năm với địa điểm hấp dẫn, thường xuyên tổ chức các hoạt động team building gắn kết cộng đồng, các hoạt động vui chơi giải trí cho nhân viên. - Được tham gia các buổi liên hoan, sinh nhật hàng tháng, chương trình gala cuối năm... - Được thử sức trong một môi trường làm việc trẻ trung, năng động với chính sách đãi ngộ tốt, có nhiều cơ hội nâng cao năng lực bản thân và tăng thêm thu nhập.",product_project_ba,education_level_norm: bachelor experience_min_years: 2.0 job_family: product_project_ba job_title: Project Manager Dự Án AI HUB job_url: https://www.topcv.vn/brand/educa/tuyen-dung/project-manager-du-an-ai-hub-j2067747.html location: hà nội skills_preferred: ['ai'] skills_required: ['project management' 'ai'] work_mode: unknown,https://www.topcv.vn/brand/educa/tuyen-dung/project-manager-du-an-ai-hub-j2067747.html,2026-04-13,jobs_chatbot_ready_v2.parquet,Business Analyst,"Job title: Project Manager Dự Án AI HUB Job family: product_project_ba Location: hà nội Salary VND/month: min=30000000.0 | max=35000000.0 Requirements: Tối thiểu 2-3 năm kinh nghiệm ở vị trí Product Manager, Project Manager hoặc Operations Manager. Ưu tiên ứng viên từng tham gia các dự án automation, AI, data analytics hoặc chuyển đổi số. Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực EdTech, SaaS, Marketing hoặc Sales Operations. Có hiểu biết về các công cụ AI phổ biến (ChatGPT, automation tools, data analytics…) là một lợi thế. Kỹ năng quản lý dự án: Có khả năng lập kế hoạch, điều phối nhiều bên và đảm bảo tiến độ dự án. Tư duy hệ thống: Có khả năng phân tích quy trình và tìm ra cách tối ưu hóa bằng công nghệ. Tư duy dữ liệu (Data-driven): Có khả năng đọc hiểu và phân tích dữ liệu để đưa ra quyết định. Kỹ năng giao tiếp và làm việc liên phòng ban tốt. Khả năng học nhanh và thích nghi với các công nghệ mới. Nghiêm túc, chỉn chu (phù hợp môi trường giáo dục). Máu lửa, hướng tới kết quả (Result-oriented). Tối thiểu 2-3 năm kinh nghiệm ở vị trí Product Manager, Project Manager hoặc Operations Manager. Ưu tiên ứng viên từng tham gia các dự án automation, AI, data analytics hoặc chuyển đổi số. Ưu tiên ứng viên có kinh nghiệm làm việc trong lĩnh vực EdTech, SaaS, Marketing hoặc Sales Operations. Có hiểu biết về các công cụ AI Responsibilities: 1. Lập kế hoạch & Xây dựng chiến lược AI (20%) Xây dựng roadmap triển khai AI Hub nhằm nâng cao năng suất các bộ phận trong công ty. Phân tích quy trình vận hành hiện tại của các phòng ban để xác định các điểm nghẽn và cơ hội ứng dụng AI. Xác định và ưu tiên các use-case AI theo 4 nhóm chính: AI Copilot (trợ lý hỗ trợ cá nhân) AI Workflow (tự động hóa quy trình) AI Decision Support (hỗ trợ ra quyết định) AI Knowledge System (chuẩn hóa tri thức nội bộ) Làm việc với các trưởng bộ phận để xác định KPI và mục tiêu cải thiện năng suất (target ≥30%). Xây dựng kế hoạch triển khai theo từng giai đoạn (prototype - thử nghiệm - mở rộng). 2. Quản lý vận hành & triển khai dự án AI (40%) Quản lý và điều phối các dự án AI Hub từ giai đoạn ý tưởng đến triển khai thực tế. Làm việc với các bộ phận trong công ty để thu thập yêu cầu nghiệp vụ và chuyển thành giải pháp AI. Phối hợp với đội kỹ thuật / AI Engineer để phát triển, tích hợp và triển khai các hệ thống AI (automation, AI assistant, phân tích dữ liệu…). Quản lý tiến độ dự án, phân bổ nguồn lực và đảm bảo các use-case AI được triển khai đúng timeline. Đào tạo và hỗ trợ các bộ phận sử dụng công cụ AI trong công việc hằng ngày. Chuẩn hóa quy trì Benefits: Tinh thần: - Làm việc trong môi trường start-up có tốc độ tăng trưởng và phát triển nhanh. - Được chia sẻ cơ hội học tập chất lượng cao đến trẻ em toàn Việt Nam - Môi trường làm việc: Trẻ trung, năng động, khát vọng Go Global, tự do sáng tạo, chú trọng phát triển con người & phát triển sự nghiệp của các thành viên trong công ty. Chế độ phúc lợi: - Lương thoả thuận theo năng lực: 30 - 35 triệu/tháng + thưởng KPI. - Lương tháng 13, thưởng cuối năm theo kết quả kinh doanh chung của Công ty. - Được đóng BHXH đầy đủ theo luật lao động, nghỉ phép 12 ngày/năm và các ngày lễ theo quy định chung - Được đi du lịch hằng năm với địa điểm hấp dẫn, thường xuyên tổ chức các hoạt động team building gắn kết cộng đồng, các hoạt động vui chơi giải trí cho nhân viên. - Được tham gia các buổi liên hoan, sinh n Required skills: project management; ai Preferred skills: ai"
AI Engineer,ai engineer,,,,,hà nội,,['ai' 'python' 'machine learning' 'llm'],,,unknown,"Xây dựng các capability AI và data processing cho một AI-assisted automation platform, tập trung vào việc biến dữ liệu vận hành thành insight và đề xuất hành động. Phát triển các AI/ML application phục vụ phân tích hệ thống Xây dựng data pipeline phục vụ AI reasoning Đánh giá và cải thiện chất lượng AI output Phối hợp với team backend để tích hợp AI vào workflow Xây dựng các capability AI và data processing cho một AI-assisted automation platform, tập trung vào việc biến dữ liệu vận hành thành insight và đề xuất hành động. Phát triển các AI/ML application phục vụ phân tích hệ thống Xây dựng data pipeline phục vụ AI reasoning Đánh giá và cải thiện chất lượng AI output Phối hợp với team backend để tích hợp AI vào workflow","Kinh nghiệm AI/ML ứng dụng thực tế Python và xử lý dữ liệu tốt Tư duy production và tối ưu chi phí Ưu tiên ứng viên đã có kinh nghiệm ở các vị trí tương tự. Có kỹ năng làm việc nhóm, quản lý thời gian và sắp xếp công việc tốt. Chăm chỉ, nghiêm túc Ưu tiên: Kinh nghiệm với LLM-based application Hiểu data engineering hoặc system monitoring Kinh nghiệm AI/ML ứng dụng thực tế Python và xử lý dữ liệu tốt Tư duy production và tối ưu chi phí Ưu tiên ứng viên đã có kinh nghiệm ở các vị trí tương tự. Có kỹ năng làm việc nhóm, quản lý thời gian và sắp xếp công việc tốt. Chăm chỉ, nghiêm túc Ưu tiên: Kinh nghiệm với LLM-based application Hiểu data engineering hoặc system monitoring","Làm AI gắn với hệ thống thật, không làm research thuần hoặc demo Lương thưởng cạnh tranh Môi trường làm việc thân thiện, năng động Tham gia bảo hiểm đầy đủ theo quy định của pháp luật & Khám sức khỏe định kỳ hàng năm Tham gia bảo hiểm FPT Care cho bản thân và gia đình Khám sức khỏe định kỳ Du lịch/nghỉ mát cùng công ty hàng năm 12 ngày phỉ phép, 03 ngày nghỉ mát và các ngày nghỉ Lễ theo quy định Lương tháng 13 và thưởng KPI Xem xét tăng lương hàng năm Tham gia các hoạt động văn hoá, sự kiện hấp dẫn của Công ty FPT IS và Tập đoàn FPT Làm AI gắn với hệ thống thật, không làm research thuần hoặc demo Lương thưởng cạnh tranh Môi trường làm việc thân thiện, năng động Tham gia bảo hiểm đầy đủ theo quy định của pháp luật & Khám sức khỏe định kỳ hàng năm Tham gia bảo hiểm FPT Care cho bản thân và gia đình Khám sức khỏe định kỳ Du lịch/nghỉ mát cùng công ty hàng năm 12 ngày phỉ phép, 03 ngày nghỉ mát và các ngày nghỉ Lễ theo quy định Lương tháng 13 và thưởng KPI Xem xét tăng lương hàng năm Tham gia các hoạt động văn hoá, sự kiện hấp dẫn của Công ty FPT IS và Tập đoàn FPT",data_science_ml,education_level_norm: bachelor experience_min_years: 3.0 job_family: data_science_ml job_title: AI Engineer job_url: https://www.topcv.vn/brand/fptis/tuyen-dung/ai-engineer-j2026003.html location: hà nội skills_preferred: ['python' 'machine learning' 'ai' 'llm'] skills_required: ['machine learning' 'ai' 'python' 'llm'] work_mode: unknown,https://www.topcv.vn/brand/fptis/tuyen-dung/ai-engineer-j2026003.html,2026-04-30,jobs_chatbot_ready_v2.parquet,AI Engineer,"Job title: AI Engineer Job family: data_science_ml Location: hà nội Salary VND/month: min=nan | max=nan Requirements: Kinh nghiệm AI/ML ứng dụng thực tế Python và xử lý dữ liệu tốt Tư duy production và tối ưu chi phí Ưu tiên ứng viên đã có kinh nghiệm ở các vị trí tương tự. Có kỹ năng làm việc nhóm, quản lý thời gian và sắp xếp công việc tốt. Chăm chỉ, nghiêm túc Ưu tiên: Kinh nghiệm với LLM-based application Hiểu data engineering hoặc system monitoring Kinh nghiệm AI/ML ứng dụng thực tế Python và xử lý dữ liệu tốt Tư duy production và tối ưu chi phí Ưu tiên ứng viên đã có kinh nghiệm ở các vị trí tương tự. Có kỹ năng làm việc nhóm, quản lý thời gian và sắp xếp công việc tốt. Chăm chỉ, nghiêm túc Ưu tiên: Kinh nghiệm với LLM-based application Hiểu data engineering hoặc system monitoring Responsibilities: Xây dựng các capability AI và data processing cho một AI-assisted automation platform, tập trung vào việc biến dữ liệu vận hành thành insight và đề xuất hành động. Phát triển các AI/ML application phục vụ phân tích hệ thống Xây dựng data pipeline phục vụ AI reasoning Đánh giá và cải thiện chất lượng AI output Phối hợp với team backend để tích hợp AI vào workflow Xây dựng các capability AI và data processing cho một AI-assisted automation platform, tập trung vào việc biến dữ liệu vận hành thành insight và đề xuất hành động. Phát triển các AI/ML application phục vụ phân tích hệ thống Xây dựng data pipeline phục vụ AI reasoning Đánh giá và cải thiện chất lượng AI output Phối hợp với team backend để tích hợp AI vào workflow Benefits: Làm AI gắn với hệ thống thật, không làm research thuần hoặc demo Lương thưởng cạnh tranh Môi trường làm việc thân thiện, năng động Tham gia bảo hiểm đầy đủ theo quy định của pháp luật & Khám sức khỏe định kỳ hàng năm Tham gia bảo hiểm FPT Care cho bản thân và gia đình Khám sức khỏe định kỳ Du lịch/nghỉ mát cùng công ty hàng năm 12 ngày phỉ phép, 03 ngày nghỉ mát và các ngày nghỉ Lễ theo quy định Lương tháng 13 và thưởng KPI Xem xét tăng lương hàng năm Tham gia các hoạt động văn hoá, sự kiện hấp dẫn của Công ty FPT IS và Tập đoàn FPT Làm AI gắn với hệ thống thật, không làm research thuần hoặc demo Lương thưởng cạnh tranh Môi trường làm việc thân thiện, năng động Tham gia bảo hiểm đầy đủ theo quy định của pháp luật & Khám sức khỏe định kỳ hàng năm Tham gia bảo hiểm FPT Care cho bản thân và g Required skills: machine learning; ai; python; llm Preferred skills: python; machine learning; ai; llm"
